rating_id,user_id,book_id,score,created_at
665,37,15,3,2025-09-14 00:00:00
666,37,20,5,2025-05-12 00:00:00
667,37,2,4,2024-12-23 00:00:00
668,37,3,5,2024-12-03 00:00:00
669,38,15,3,2025-04-01 00:00:00
670,38,12,3,2025-10-05 00:00:00
671,38,23,5,2025-11-28 00:00:00
672,38,11,4,2024-12-29 00:00:00
673,38,19,5,2024-08-24 00:00:00
674,38,3,2,2026-01-25 00:00:00
675,38,8,4,2024-08-21 00:00:00
676,38,13,4,2024-06-05 00:00:00
677,38,25,4,2024-11-12 00:00:00
678,38,14,4,2026-03-17 00:00:00
679,38,30,5,2025-09-08 00:00:00
680,38,6,5,2024-12-23 00:00:00
681,38,26,5,2025-05-07 00:00:00
682,38,27,4,2024-05-17 00:00:00
683,39,6,5,2026-01-30 00:00:00
684,39,10,2,2025-09-15 00:00:00
685,39,25,4,2024-08-15 00:00:00
686,39,3,3,2025-03-16 00:00:00
687,39,5,4,2024-11-13 00:00:00
688,39,2,3,2024-08-27 00:00:00
689,39,4,2,2025-11-02 00:00:00
690,39,1,5,2026-04-20 00:00:00
691,39,7,4,2025-10-13 00:00:00
692,39,24,2,2024-08-09 00:00:00
693,39,20,3,2026-03-25 00:00:00
694,39,22,4,2025-11-20 00:00:00
695,39,13,3,2025-03-17 00:00:00
696,40,5,3,2024-05-31 00:00:00
697,40,3,5,2025-10-18 00:00:00
698,40,16,4,2025-10-08 00:00:00
699,40,6,3,2025-08-26 00:00:00
700,40,19,5,2025-09-08 00:00:00
701,40,4,3,2024-08-05 00:00:00
702,40,13,4,2026-01-11 00:00:00
703,40,12,3,2024-06-07 00:00:00
704,40,8,5,2024-12-12 00:00:00
705,40,27,4,2024-12-23 00:00:00
706,40,2,4,2025-06-12 00:00:00
707,40,21,5,2024-12-14 00:00:00
708,40,25,4,2025-03-19 00:00:00
709,40,10,3,2026-03-06 00:00:00
710,40,29,5,2024-12-27 00:00:00
711,40,20,5,2024-12-02 00:00:00
712,40,1,4,2025-01-17 00:00:00
713,40,22,5,2024-05-15 00:00:00
714,40,7,4,2025-06-11 00:00:00
715,40,9,5,2026-04-18 00:00:00
716,40,26,5,2024-09-13 00:00:00
717,41,6,3,2025-04-27 00:00:00
718,41,1,5,2025-05-13 00:00:00
719,41,17,1,2025-12-27 00:00:00
720,41,3,4,2024-06-04 00:00:00
721,41,28,5,2025-10-09 00:00:00
722,41,26,4,2025-07-13 00:00:00
723,41,25,5,2025-01-28 00:00:00
724,41,9,5,2025-04-05 00:00:00
725,41,29,5,2024-07-23 00:00:00
726,41,27,5,2024-07-14 00:00:00
727,41,20,5,2025-02-23 00:00:00
728,41,10,5,2026-02-16 00:00:00
729,41,14,2,2025-05-14 00:00:00
730,42,5,4,2025-02-02 00:00:00
731,42,6,5,2025-08-07 00:00:00
732,42,21,3,2026-04-30 00:00:00
733,42,29,4,2025-12-12 00:00:00
734,42,3,4,2025-01-05 00:00:00
735,42,26,5,2024-12-28 00:00:00
736,42,15,4,2025-07-05 00:00:00
737,42,12,4,2024-10-16 00:00:00
738,42,16,5,2024-10-03 00:00:00
739,42,10,4,2025-08-18 00:00:00
740,42,1,4,2025-04-08 00:00:00
741,42,11,3,2026-02-08 00:00:00
742,42,2,4,2025-08-28 00:00:00
743,42,25,4,2024-08-11 00:00:00
744,42,7,5,2025-07-13 00:00:00
745,42,24,4,2024-11-02 00:00:00
746,42,23,5,2025-10-20 00:00:00
747,43,16,5,2025-06-04 00:00:00
748,43,5,3,2024-10-15 00:00:00
749,43,17,4,2025-08-14 00:00:00
750,43,26,5,2025-10-09 00:00:00
751,43,10,4,2026-03-08 00:00:00
752,43,6,5,2026-01-05 00:00:00
753,43,2,3,2025-02-10 00:00:00
754,43,25,4,2025-11-10 00:00:00
755,43,12,5,2025-03-21 00:00:00
756,43,23,5,2026-03-18 00:00:00
757,43,19,4,2024-05-23 00:00:00
758,43,22,4,2025-04-15 00:00:00
759,44,17,5,2025-10-18 00:00:00
760,44,15,4,2024-12-07 00:00:00
761,44,5,5,2024-08-11 00:00:00
762,44,8,4,2024-07-13 00:00:00
763,44,27,4,2026-01-22 00:00:00
764,44,14,4,2026-02-21 00:00:00
765,44,12,2,2025-10-30 00:00:00
766,44,26,5,2026-01-11 00:00:00
767,44,11,4,2026-03-29 00:00:00
768,44,3,5,2024-06-26 00:00:00
769,44,2,4,2024-07-31 00:00:00
770,44,29,5,2025-08-11 00:00:00
771,45,20,4,2025-04-11 00:00:00
772,45,3,5,2025-04-27 00:00:00
773,45,25,5,2025-03-20 00:00:00
774,45,8,1,2025-07-13 00:00:00
775,45,13,4,2025-06-25 00:00:00
776,45,26,1,2025-09-15 00:00:00
777,45,11,3,2025-06-12 00:00:00
778,45,1,2,2024-05-24 00:00:00
779,45,30,5,2024-10-11 00:00:00
780,45,10,4,2026-01-24 00:00:00
781,45,14,2,2025-05-01 00:00:00
782,46,4,4,2024-12-03 00:00:00
783,46,29,4,2025-12-13 00:00:00
784,46,23,4,2025-10-10 00:00:00
785,46,11,4,2024-07-02 00:00:00
786,46,7,4,2024-10-03 00:00:00
787,46,15,4,2024-11-10 00:00:00
788,46,12,3,2025-08-01 00:00:00
789,46,25,5,2024-05-29 00:00:00
790,46,9,5,2026-01-29 00:00:00
791,46,10,4,2025-02-21 00:00:00
792,46,17,4,2025-10-17 00:00:00
793,46,19,4,2025-06-22 00:00:00
794,46,26,4,2024-08-07 00:00:00
795,46,1,5,2024-07-31 00:00:00
796,47,17,2,2024-11-04 00:00:00
797,47,29,5,2025-03-24 00:00:00
798,47,4,5,2025-05-10 00:00:00
799,47,16,5,2025-05-02 00:00:00
800,47,20,4,2024-12-03 00:00:00
801,47,18,3,2026-02-26 00:00:00
802,47,5,4,2025-03-30 00:00:00
803,47,6,5,2026-03-31 00:00:00
804,47,1,5,2025-09-12 00:00:00
805,47,19,4,2024-06-27 00:00:00
806,47,21,4,2024-11-13 00:00:00
807,47,23,5,2024-08-11 00:00:00
808,47,12,5,2025-02-27 00:00:00
809,47,27,3,2025-02-18 00:00:00
810,48,16,3,2024-06-12 00:00:00
811,48,14,5,2026-02-22 00:00:00
812,48,12,3,2025-02-05 00:00:00
813,48,8,5,2024-05-26 00:00:00
814,48,2,5,2025-08-21 00:00:00
815,48,24,4,2024-08-16 00:00:00
816,48,9,5,2025-06-14 00:00:00
817,48,3,4,2024-11-13 00:00:00
818,48,13,4,2026-03-18 00:00:00
819,48,6,5,2025-08-22 00:00:00
820,48,5,4,2025-03-21 00:00:00
821,48,20,5,2024-10-06 00:00:00
822,48,4,4,2025-10-18 00:00:00
823,48,21,3,2025-03-19 00:00:00
824,48,27,5,2025-01-13 00:00:00
825,48,15,3,2025-07-03 00:00:00
826,48,26,4,2026-03-06 00:00:00
827,48,28,5,2025-12-06 00:00:00
828,48,18,5,2026-01-28 00:00:00
829,49,1,4,2026-03-24 00:00:00
830,49,9,3,2024-06-16 00:00:00
831,49,5,5,2025-05-26 00:00:00
832,49,4,5,2026-03-11 00:00:00
833,49,27,3,2025-10-30 00:00:00
834,49,3,4,2024-08-13 00:00:00
835,49,15,5,2024-05-14 00:00:00
836,49,17,4,2025-01-19 00:00:00
837,49,21,5,2026-03-25 00:00:00
838,49,23,3,2025-06-04 00:00:00
839,49,20,4,2025-04-07 00:00:00
840,49,28,5,2024-10-14 00:00:00
841,49,30,3,2025-12-14 00:00:00
842,49,13,4,2025-05-28 00:00:00
843,49,19,4,2024-11-09 00:00:00
844,49,16,3,2024-08-12 00:00:00
845,49,12,2,2024-12-21 00:00:00
846,49,2,5,2024-08-19 00:00:00
847,49,24,5,2025-02-17 00:00:00
848,49,26,5,2025-08-08 00:00:00
849,49,6,4,2024-07-31 00:00:00
850,49,22,4,2025-12-19 00:00:00
851,49,8,5,2024-11-14 00:00:00
852,49,14,5,2024-12-07 00:00:00
853,49,29,4,2025-10-28 00:00:00
854,49,7,5,2025-09-04 00:00:00
855,50,2,3,2025-06-19 00:00:00
856,50,22,5,2025-06-12 00:00:00
857,50,30,5,2025-07-26 00:00:00
858,50,7,4,2024-12-08 00:00:00
859,50,14,5,2025-01-23 00:00:00
860,50,4,5,2025-09-21 00:00:00
861,50,23,4,2025-11-02 00:00:00
862,50,1,3,2026-03-23 00:00:00
863,50,24,5,2025-01-31 00:00:00
864,50,9,5,2024-12-04 00:00:00
865,50,8,4,2024-12-21 00:00:00
866,50,28,5,2024-11-10 00:00:00
867,50,3,5,2025-12-05 00:00:00
868,50,13,5,2024-11-18 00:00:00
869,50,29,5,2025-10-02 00:00:00
870,50,20,5,2025-03-30 00:00:00
871,50,18,5,2026-04-26 00:00:00
872,50,12,4,2026-03-16 00:00:00
873,50,17,5,2024-08-30 00:00:00
874,51,3,3,2026-01-21 00:00:00
875,51,22,4,2024-05-30 00:00:00
876,51,10,5,2025-01-04 00:00:00
877,51,29,3,2025-12-04 00:00:00
878,51,6,5,2024-08-07 00:00:00
879,51,8,4,2025-03-25 00:00:00
880,51,15,3,2024-06-18 00:00:00
881,51,20,5,2025-01-21 00:00:00
882,51,7,4,2026-02-23 00:00:00
883,51,19,5,2024-12-26 00:00:00
884,51,4,4,2025-07-15 00:00:00
885,51,11,5,2024-08-20 00:00:00
886,52,1,5,2025-06-28 00:00:00
887,52,12,5,2025-02-09 00:00:00
888,52,27,5,2025-05-13 00:00:00
889,52,9,5,2024-08-12 00:00:00
890,52,25,5,2025-12-21 00:00:00
891,52,20,5,2026-02-26 00:00:00
892,52,24,4,2026-04-30 00:00:00
893,52,18,5,2026-01-08 00:00:00
894,52,7,5,2026-03-30 00:00:00
895,52,10,4,2024-07-29 00:00:00
896,52,26,5,2025-03-11 00:00:00
897,52,15,4,2024-10-19 00:00:00
898,52,4,3,2025-11-04 00:00:00
899,52,30,4,2025-10-20 00:00:00
900,53,19,5,2024-08-27 00:00:00
901,53,22,5,2026-02-27 00:00:00
902,53,11,4,2024-09-15 00:00:00
903,53,1,3,2024-06-27 00:00:00
904,53,2,5,2024-07-30 00:00:00
905,53,10,2,2024-12-20 00:00:00
906,53,26,2,2025-07-20 00:00:00
907,53,12,4,2025-07-23 00:00:00
908,53,13,5,2026-04-16 00:00:00
909,53,4,5,2024-08-20 00:00:00
910,53,8,3,2024-09-02 00:00:00
911,53,17,5,2024-06-25 00:00:00
912,53,5,4,2025-08-06 00:00:00
913,53,30,5,2025-09-01 00:00:00
914,53,7,4,2025-05-14 00:00:00
915,53,16,5,2024-08-29 00:00:00
916,53,23,5,2024-12-09 00:00:00
917,53,15,5,2025-04-03 00:00:00
918,53,20,3,2025-02-04 00:00:00
919,53,29,5,2025-11-10 00:00:00
920,53,25,3,2025-05-12 00:00:00
921,53,3,2,2025-08-03 00:00:00
922,53,9,5,2026-01-02 00:00:00
923,53,6,3,2025-03-18 00:00:00
924,53,21,5,2024-11-01 00:00:00
925,53,27,3,2024-05-31 00:00:00
926,53,18,5,2024-12-31 00:00:00
927,54,27,4,2025-07-21 00:00:00
928,54,24,5,2025-08-10 00:00:00
929,54,2,3,2026-02-14 00:00:00
930,54,30,3,2025-04-04 00:00:00
931,54,28,4,2025-08-09 00:00:00
932,54,1,5,2025-10-30 00:00:00
933,54,13,5,2025-10-07 00:00:00
934,54,15,4,2025-10-30 00:00:00
935,54,20,4,2026-01-09 00:00:00
936,54,6,3,2025-02-13 00:00:00
937,54,3,3,2025-02-02 00:00:00
938,54,26,5,2026-03-26 00:00:00
939,54,25,2,2024-09-22 00:00:00
940,54,10,5,2025-01-29 00:00:00
941,54,29,1,2024-12-07 00:00:00
942,54,9,3,2026-03-23 00:00:00
943,54,17,5,2025-11-26 00:00:00
944,54,8,5,2024-09-19 00:00:00
945,55,4,5,2024-06-05 00:00:00
946,55,21,5,2024-10-28 00:00:00
947,55,8,3,2026-02-16 00:00:00
948,55,25,2,2024-12-16 00:00:00
949,55,22,5,2025-01-03 00:00:00
950,55,20,5,2025-08-25 00:00:00
951,55,11,5,2025-12-18 00:00:00
952,55,13,1,2025-06-20 00:00:00
953,55,17,5,2026-01-21 00:00:00
954,55,24,4,2024-09-02 00:00:00
955,56,26,5,2024-07-27 00:00:00
956,56,17,5,2025-05-09 00:00:00
957,56,12,4,2025-10-16 00:00:00
958,56,3,3,2024-08-05 00:00:00
959,56,15,4,2024-10-25 00:00:00
960,56,22,4,2025-01-10 00:00:00
961,56,21,5,2025-07-21 00:00:00
962,56,24,2,2025-11-29 00:00:00
963,56,29,5,2024-12-31 00:00:00
964,56,20,4,2025-11-18 00:00:00
965,56,9,5,2026-03-06 00:00:00
966,56,19,4,2025-07-13 00:00:00
967,57,21,4,2024-08-20 00:00:00
968,57,28,3,2024-09-16 00:00:00
969,57,29,5,2025-09-07 00:00:00
970,57,25,2,2024-11-12 00:00:00
971,57,9,4,2024-09-02 00:00:00
972,57,1,5,2025-07-19 00:00:00
973,57,16,2,2025-08-21 00:00:00
974,57,11,4,2024-09-14 00:00:00
975,57,19,3,2024-09-02 00:00:00
976,57,17,5,2025-02-27 00:00:00
977,57,4,5,2026-03-20 00:00:00
978,57,27,5,2024-11-30 00:00:00
979,57,10,2,2024-11-03 00:00:00
980,57,5,4,2025-01-22 00:00:00
981,57,30,4,2024-10-06 00:00:00
982,57,2,5,2024-05-21 00:00:00
983,58,14,4,2024-11-02 00:00:00
984,58,1,5,2025-01-23 00:00:00
985,58,27,4,2025-10-20 00:00:00
986,58,30,5,2025-01-17 00:00:00
987,58,23,2,2025-03-26 00:00:00
988,58,20,5,2026-02-11 00:00:00
989,58,18,3,2025-07-22 00:00:00
990,58,12,3,2024-12-08 00:00:00
991,58,6,3,2025-10-03 00:00:00
992,58,17,4,2024-07-27 00:00:00
993,58,8,2,2025-02-28 00:00:00
994,58,19,5,2024-12-31 00:00:00
995,58,9,4,2025-01-31 00:00:00
996,58,13,5,2026-04-09 00:00:00
997,58,10,3,2026-04-08 00:00:00
998,58,11,5,2025-09-05 00:00:00
999,58,25,5,2025-03-05 00:00:00
1000,58,7,4,2024-06-28 00:00:00
1001,58,4,5,2024-12-19 00:00:00
1002,58,5,4,2024-05-17 00:00:00
1003,58,21,5,2025-01-17 00:00:00
1004,58,26,4,2025-06-21 00:00:00
1005,58,29,4,2025-09-10 00:00:00
1006,59,3,4,2024-08-16 00:00:00
1007,59,1,4,2025-07-20 00:00:00
1008,59,27,3,2024-10-26 00:00:00
1009,59,29,5,2024-11-22 00:00:00
1010,59,9,4,2024-12-14 00:00:00
1011,59,17,4,2024-08-19 00:00:00
1012,59,13,4,2026-03-04 00:00:00
1013,59,23,5,2025-04-26 00:00:00
1014,59,16,4,2025-02-17 00:00:00
1015,59,19,5,2026-04-18 00:00:00
1016,59,12,4,2025-06-19 00:00:00
1017,59,18,5,2024-10-03 00:00:00
1018,59,26,3,2025-03-01 00:00:00
1019,59,25,5,2025-11-14 00:00:00
1020,59,30,5,2025-02-20 00:00:00
1021,59,2,5,2025-03-02 00:00:00
1022,59,4,3,2025-12-04 00:00:00
1023,59,20,4,2024-11-09 00:00:00
1024,59,24,5,2026-02-22 00:00:00
1025,59,11,5,2024-09-03 00:00:00
1026,59,21,5,2026-04-24 00:00:00
1027,59,5,4,2025-07-25 00:00:00
1028,59,15,4,2024-10-08 00:00:00
1029,59,10,4,2025-10-08 00:00:00
1030,59,7,3,2025-04-05 00:00:00
1031,60,23,3,2025-12-04 00:00:00
1032,60,20,1,2024-11-16 00:00:00
1033,60,11,3,2024-12-20 00:00:00
1034,60,6,4,2026-01-16 00:00:00
1035,60,26,3,2025-10-20 00:00:00
1036,60,9,5,2024-10-05 00:00:00
1037,60,12,4,2025-02-27 00:00:00
1038,60,7,4,2026-01-01 00:00:00
1039,60,24,5,2026-04-13 00:00:00
1040,60,18,4,2025-06-15 00:00:00
1041,60,27,5,2025-12-09 00:00:00
1042,60,21,5,2025-11-05 00:00:00
1043,60,8,5,2026-04-01 00:00:00
1044,60,22,5,2025-09-15 00:00:00
1045,60,15,3,2024-05-26 00:00:00
1046,60,16,3,2025-09-28 00:00:00
1047,60,3,3,2026-02-09 00:00:00
1048,60,5,4,2026-02-10 00:00:00
1049,60,1,2,2025-02-13 00:00:00
1050,61,29,5,2025-06-13 00:00:00
1051,61,3,3,2024-11-14 00:00:00
1052,61,17,3,2025-04-26 00:00:00
1053,61,1,5,2026-02-05 00:00:00
1054,61,28,4,2026-01-02 00:00:00
1055,61,20,4,2025-01-18 00:00:00
1056,61,22,5,2024-05-27 00:00:00
1057,61,12,5,2025-09-11 00:00:00
1058,61,26,5,2025-02-16 00:00:00
1059,61,13,3,2024-12-29 00:00:00
1060,61,19,5,2025-04-19 00:00:00
1061,62,10,5,2024-12-14 00:00:00
1062,62,9,5,2024-10-24 00:00:00
1063,62,28,4,2025-02-14 00:00:00
1064,62,3,5,2025-04-03 00:00:00
1065,62,23,5,2025-02-01 00:00:00
1066,62,27,4,2026-03-28 00:00:00
1067,62,14,3,2024-06-24 00:00:00
1068,62,16,5,2024-05-07 00:00:00
1069,62,5,4,2025-12-14 00:00:00
1070,62,29,4,2025-03-28 00:00:00
1071,62,1,4,2024-09-25 00:00:00
1072,62,30,5,2024-12-29 00:00:00
1073,62,8,4,2024-11-28 00:00:00
1074,62,19,2,2025-08-04 00:00:00
1075,62,25,4,2025-04-09 00:00:00
1076,63,13,5,2024-09-15 00:00:00
1077,63,23,2,2025-05-21 00:00:00
1078,63,10,4,2025-02-17 00:00:00
1079,63,6,3,2026-02-11 00:00:00
1080,63,19,5,2024-11-30 00:00:00
1081,63,20,5,2025-02-11 00:00:00
1082,63,24,5,2025-10-08 00:00:00
1083,63,5,4,2025-08-16 00:00:00
1084,63,14,5,2024-06-12 00:00:00
1085,63,12,5,2026-04-11 00:00:00
1086,63,30,4,2024-11-18 00:00:00
1087,63,21,5,2025-09-24 00:00:00
1088,63,26,5,2025-07-30 00:00:00
1089,63,18,5,2024-09-28 00:00:00
1090,63,11,5,2026-02-28 00:00:00
1091,63,1,5,2025-01-12 00:00:00
1092,63,8,3,2024-05-29 00:00:00
1093,63,28,5,2025-02-09 00:00:00
1094,63,7,4,2026-02-24 00:00:00
1095,63,29,4,2025-03-04 00:00:00
1096,63,3,4,2024-07-08 00:00:00
1097,64,1,3,2024-09-04 00:00:00
1098,64,24,3,2024-05-14 00:00:00
1099,64,14,5,2024-10-19 00:00:00
1100,64,3,4,2025-07-20 00:00:00
1101,64,9,5,2025-04-24 00:00:00
1102,64,13,5,2025-06-19 00:00:00
1103,64,8,2,2024-06-21 00:00:00
1104,64,27,5,2024-05-23 00:00:00
1105,64,30,5,2024-06-12 00:00:00
1106,64,11,3,2024-10-12 00:00:00
1107,64,20,5,2024-05-29 00:00:00
1108,64,4,3,2025-02-01 00:00:00
1109,64,15,4,2025-03-24 00:00:00
1110,64,12,5,2025-08-12 00:00:00
1111,64,28,4,2025-09-01 00:00:00
1112,65,29,3,2024-05-12 00:00:00
1113,65,13,5,2025-03-16 00:00:00
1114,65,12,5,2025-11-29 00:00:00
1115,65,16,3,2025-11-07 00:00:00
1116,65,18,5,2025-12-31 00:00:00
1117,65,20,1,2024-11-08 00:00:00
1118,65,17,5,2024-06-10 00:00:00
1119,65,1,4,2025-10-04 00:00:00
1120,65,23,4,2025-07-10 00:00:00
1121,65,9,5,2025-12-18 00:00:00
1122,65,14,4,2025-10-01 00:00:00
1123,65,10,4,2025-07-15 00:00:00
1124,65,25,5,2025-10-19 00:00:00
1125,65,22,4,2025-03-08 00:00:00
1126,65,11,5,2025-07-07 00:00:00
1127,65,2,5,2025-09-01 00:00:00
1128,65,8,4,2025-04-17 00:00:00
1129,65,30,5,2026-02-02 00:00:00
1130,65,24,1,2025-06-03 00:00:00
1131,66,24,3,2025-11-14 00:00:00
1132,66,26,5,2025-02-08 00:00:00
1133,66,29,4,2026-03-20 00:00:00
1134,66,9,5,2025-01-17 00:00:00
1135,66,23,4,2025-11-30 00:00:00
1136,66,8,3,2025-10-04 00:00:00
1137,66,18,5,2025-11-09 00:00:00
1138,66,1,5,2025-07-25 00:00:00
1139,66,17,4,2024-06-20 00:00:00
1140,66,7,4,2024-09-10 00:00:00
1141,66,2,5,2024-11-08 00:00:00
1142,66,27,5,2025-02-28 00:00:00
1143,66,3,5,2024-12-06 00:00:00
1144,66,14,5,2026-04-04 00:00:00
1145,66,22,3,2024-06-03 00:00:00
1146,66,6,3,2025-04-13 00:00:00
1147,66,13,4,2025-06-03 00:00:00
1148,66,15,3,2026-02-06 00:00:00
1149,66,28,4,2024-05-06 00:00:00
1150,66,20,5,2024-07-26 00:00:00
1151,66,4,5,2025-05-28 00:00:00
1152,66,30,5,2024-06-28 00:00:00
1153,67,30,4,2026-03-15 00:00:00
1154,67,22,5,2025-03-04 00:00:00
1155,67,12,3,2025-05-02 00:00:00
1156,67,26,3,2024-12-01 00:00:00
1157,67,2,1,2024-06-22 00:00:00
1158,67,18,4,2025-10-26 00:00:00
1159,67,6,5,2026-02-04 00:00:00
1160,67,21,5,2025-06-13 00:00:00
1161,67,17,4,2025-01-20 00:00:00
1162,67,24,5,2025-01-25 00:00:00
1163,67,10,4,2025-08-02 00:00:00
1164,67,9,4,2025-10-21 00:00:00
1165,67,15,3,2024-08-20 00:00:00
1166,67,3,3,2024-06-10 00:00:00
1167,67,14,3,2024-10-30 00:00:00
1168,67,25,1,2025-03-22 00:00:00
1169,67,4,3,2025-11-06 00:00:00
1170,67,23,5,2024-05-22 00:00:00
1171,67,16,5,2025-06-24 00:00:00
1172,67,20,4,2024-08-07 00:00:00
1173,67,5,5,2025-06-25 00:00:00
1174,67,8,2,2025-12-13 00:00:00
1175,67,1,1,2026-04-14 00:00:00
1176,67,7,5,2026-04-03 00:00:00
1177,68,4,5,2025-09-05 00:00:00
1178,68,9,5,2024-08-22 00:00:00
1179,68,5,5,2024-06-27 00:00:00
1180,68,22,4,2025-07-04 00:00:00
1181,68,27,5,2025-02-28 00:00:00
1182,68,10,5,2025-01-02 00:00:00
1183,68,7,5,2025-11-16 00:00:00
1184,68,30,4,2025-07-15 00:00:00
1185,68,24,5,2024-06-16 00:00:00
1186,68,12,4,2025-11-04 00:00:00
1187,68,8,4,2026-01-17 00:00:00
1188,68,29,5,2025-06-24 00:00:00
1189,68,20,3,2026-04-12 00:00:00
1190,68,11,4,2025-08-06 00:00:00
1191,68,17,4,2025-11-19 00:00:00
1192,68,13,3,2026-02-24 00:00:00
1193,69,5,5,2025-01-16 00:00:00
1194,69,2,5,2024-11-18 00:00:00
1195,69,6,5,2026-03-31 00:00:00
1196,69,9,4,2026-04-20 00:00:00
1197,69,26,5,2026-02-03 00:00:00
1198,69,11,4,2025-03-15 00:00:00
1199,69,29,5,2025-11-13 00:00:00
1200,69,7,5,2026-03-24 00:00:00
1201,69,16,5,2024-09-19 00:00:00
1202,69,13,2,2024-07-23 00:00:00
1203,69,21,5,2025-02-25 00:00:00
1204,69,14,4,2024-06-02 00:00:00
1205,69,30,5,2025-06-23 00:00:00
1206,69,23,5,2025-05-13 00:00:00
1207,69,12,2,2024-11-06 00:00:00
1208,69,15,4,2024-05-13 00:00:00
1209,69,20,4,2024-07-10 00:00:00
1210,69,1,4,2024-05-16 00:00:00
1211,69,22,5,2025-10-10 00:00:00
1212,69,8,5,2026-02-03 00:00:00
1213,70,3,3,2026-02-10 00:00:00
1214,70,20,4,2024-11-08 00:00:00
1215,70,21,5,2025-08-03 00:00:00
1216,70,7,5,2025-02-04 00:00:00
1217,70,16,5,2025-02-28 00:00:00
1218,70,30,5,2025-12-04 00:00:00
1219,70,6,5,2024-05-02 00:00:00
1220,70,27,4,2024-05-09 00:00:00
1221,70,14,4,2024-11-05 00:00:00
1222,70,5,3,2025-01-19 00:00:00
1223,70,23,4,2024-10-05 00:00:00
1224,71,29,4,2026-02-02 00:00:00
1225,71,26,3,2024-09-24 00:00:00
1226,71,12,5,2024-12-02 00:00:00
1227,71,2,5,2025-12-28 00:00:00
1228,71,5,5,2026-04-11 00:00:00
1229,71,10,3,2025-10-02 00:00:00
1230,71,3,3,2024-05-08 00:00:00
1231,71,28,5,2024-09-14 00:00:00
1232,71,23,5,2025-03-15 00:00:00
1233,71,7,5,2026-04-07 00:00:00
1234,71,8,4,2025-10-28 00:00:00
1235,71,1,5,2025-04-04 00:00:00
1236,71,21,3,2026-01-19 00:00:00
1237,71,22,5,2025-12-04 00:00:00
1238,71,16,3,2025-11-24 00:00:00
1239,71,11,4,2025-03-09 00:00:00
1240,71,15,5,2024-08-09 00:00:00
1241,71,9,5,2025-10-27 00:00:00
1242,71,27,2,2026-03-02 00:00:00
1243,71,14,3,2026-01-19 00:00:00
1244,71,6,5,2025-06-03 00:00:00
1245,72,19,4,2025-12-08 00:00:00
1246,72,24,5,2025-07-18 00:00:00
1247,72,21,5,2024-08-13 00:00:00
1248,72,14,4,2025-06-09 00:00:00
1249,72,25,5,2024-07-19 00:00:00
1250,72,3,3,2024-05-06 00:00:00
1251,72,29,4,2024-06-21 00:00:00
1252,72,27,5,2025-09-27 00:00:00
1253,72,4,5,2026-04-14 00:00:00
1254,72,20,5,2024-07-08 00:00:00
1255,72,30,5,2024-08-15 00:00:00
1256,72,26,4,2024-06-11 00:00:00
1257,72,1,4,2025-03-24 00:00:00
1258,72,6,4,2024-07-05 00:00:00
1259,72,17,5,2024-10-26 00:00:00
1260,72,5,2,2024-06-12 00:00:00
1261,72,18,4,2025-12-25 00:00:00
1262,72,10,5,2024-08-23 00:00:00
1263,73,19,4,2025-09-13 00:00:00
1264,73,12,3,2024-11-01 00:00:00
1265,73,10,4,2025-03-25 00:00:00
1266,73,21,3,2024-09-22 00:00:00
1267,73,26,5,2024-05-24 00:00:00
1268,73,11,4,2026-02-13 00:00:00
1269,73,20,5,2025-11-13 00:00:00
1270,73,6,4,2026-02-25 00:00:00
1271,73,23,4,2026-01-21 00:00:00
1272,73,4,3,2026-04-06 00:00:00
1273,73,18,4,2024-07-28 00:00:00
1274,73,2,5,2025-08-17 00:00:00
1275,73,24,3,2025-01-01 00:00:00
1276,73,1,4,2026-03-06 00:00:00
1277,73,29,5,2026-02-15 00:00:00
1278,73,27,5,2026-01-23 00:00:00
1279,73,15,4,2024-09-15 00:00:00
1280,73,17,3,2026-02-27 00:00:00
1281,73,25,5,2025-06-14 00:00:00
1282,73,7,5,2024-05-20 00:00:00
1283,73,13,2,2025-12-21 00:00:00
1284,74,29,5,2026-03-03 00:00:00
1285,74,23,3,2024-10-05 00:00:00
1286,74,30,5,2025-02-22 00:00:00
1287,74,25,4,2025-10-07 00:00:00
1288,74,26,4,2025-10-06 00:00:00
1289,74,24,5,2025-10-19 00:00:00
1290,74,27,5,2024-08-24 00:00:00
1291,74,4,5,2024-08-08 00:00:00
1292,74,9,4,2025-11-15 00:00:00
1293,74,14,3,2024-12-09 00:00:00
1294,74,19,3,2026-04-27 00:00:00
1295,75,19,5,2024-07-18 00:00:00
1296,75,2,3,2024-08-08 00:00:00
1297,75,10,5,2025-11-29 00:00:00
1298,75,13,4,2024-07-25 00:00:00
1299,75,17,5,2025-12-22 00:00:00
1300,75,7,5,2024-09-09 00:00:00
1301,75,22,5,2025-09-28 00:00:00
1302,75,20,5,2025-01-04 00:00:00
1303,75,1,5,2025-11-10 00:00:00
1304,75,28,4,2024-07-09 00:00:00
1305,75,14,5,2024-12-06 00:00:00
1306,75,12,4,2025-06-05 00:00:00
1307,75,24,5,2024-12-10 00:00:00
1308,75,23,4,2024-09-12 00:00:00
1309,75,21,4,2025-09-30 00:00:00
1310,75,18,3,2025-01-23 00:00:00
1311,75,15,5,2025-03-21 00:00:00
1312,76,9,5,2025-01-02 00:00:00
1313,76,14,5,2025-11-29 00:00:00
1314,76,25,5,2025-09-10 00:00:00
